"REF_DATE","GEO","DGUID","Sex","Selected causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Nunavut","2015A00076201","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573309","15.2.8.1","505","","","","0"
"2001","Nunavut","2015A00076201","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573310","15.2.8.2","3465.3","","","","1"
"2001","Nunavut","2015A00076201","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573311","15.2.9.1","1193","","","","0"
"2001","Nunavut","2015A00076201","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573312","15.2.9.2","8186.4","","","","1"
"2001","Nunavut","2015A00076201","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573313","15.3.8.1","90","","","","0"
"2001","Nunavut","2015A00076201","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573314","15.3.8.2","672.6","","","","1"
"2001","Nunavut","2015A00076201","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573315","15.3.9.1","173","","","","0"
"2001","Nunavut","2015A00076201","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573316","15.3.9.2","1292.8","","","","1"
"2002","Canada","2016A000011124","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573149","1.1.8.1","190499","","","","0"
"2002","Canada","2016A000011124","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573150","1.1.8.2","644.6","","","","1"
"2002","Canada","2016A000011124","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573151","1.1.9.1","113743","","","","0"
"2002","Canada","2016A000011124","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573152","1.1.9.2","385.0","","","","1"
"2002","Canada","2016A000011124","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573153","1.2.8.1","139013","","","","0"
"2002","Canada","2016A000011124","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573154","1.2.8.2","936.3","","","","1"
"2002","Canada","2016A000011124","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573155","1.2.9.1","88118","","","","0"
"2002","Canada","2016A000011124","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573156","1.2.9.2","593.7","","","","1"
"2002","Canada","2016A000011124","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573157","1.3.8.1","51486","","","","0"
"2002","Canada","2016A000011124","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573158","1.3.8.2","350.1","","","","1"
"2002","Canada","2016A000011124","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573159","1.3.9.1","25625","","","","0"
"2002","Canada","2016A000011124","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573160","1.3.9.2","174.3","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573161","2.1.8.1","2979","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573162","2.1.8.2","606.6","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573163","2.1.9.1","1195","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573164","2.1.9.2","243.5","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573165","2.2.8.1","2133","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573166","2.2.8.2","872.8","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573167","2.2.9.1","975","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573168","2.2.9.2","399.2","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573169","2.3.8.1","846","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573170","2.3.8.2","343.0","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573171","2.3.9.1","220","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573172","2.3.9.2","89.2","","","","1"
"2002","Prince Edward Island","2015A00071100","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573173","3.1.8.1","1243","","","","0"
"2002","Prince Edward Island","2015A00071100","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573174","3.1.8.2","971.1","","","","1"
"2002","Prince Edward Island","2015A00071100","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573175","3.1.9.1","433","","","","0"
"2002","Prince Edward Island","2015A00071100","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573176","3.1.9.2","337.9","","","","1"
"2002","Prince Edward Island","2015A00071100","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573177","3.2.8.1","1085","","","","0"
"2002","Prince Edward Island","2015A00071100","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573178","3.2.8.2","1710.6","","","","1"
"2002","Prince Edward Island","2015A00071100","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573179","3.2.9.1","323","","","","0"
"2002","Prince Edward Island","2015A00071100","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573180","3.2.9.2","508.3","","","","1"
"2002","Prince Edward Island","2015A00071100","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573181","3.3.8.1","158","","","","0"
"2002","Prince Edward Island","2015A00071100","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573182","3.3.8.2","244.1","","","","1"
"2002","Prince Edward Island","2015A00071100","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573183","3.3.9.1","110","","","","0"
"2002","Prince Edward Island","2015A00071100","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573184","3.3.9.2","170.4","","","","1"
"2002","Nova Scotia","2016A000212","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573185","4.1.8.1","5886","","","","0"
"2002","Nova Scotia","2016A000212","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573186","4.1.8.2","673.9","","","","1"
"2002","Nova Scotia","2016A000212","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573187","4.1.9.1","2578","","","","0"
"2002","Nova Scotia","2016A000212","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573188","4.1.9.2","295.1","","","","1"
"2002","Nova Scotia","2016A000212","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573189","4.2.8.1","4309","","","","0"
"2002","Nova Scotia","2016A000212","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573190","4.2.8.2","990.2","","","","1"
"2002","Nova Scotia","2016A000212","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573191","4.2.9.1","2095","","","","0"
"2002","Nova Scotia","2016A000212","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573192","4.2.9.2","481.4","","","","1"
"2002","Nova Scotia","2016A000212","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573193","4.3.8.1","1577","","","","0"
"2002","Nova Scotia","2016A000212","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573194","4.3.8.2","359.7","","","","1"
"2002","Nova Scotia","2016A000212","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573195","4.3.9.1","483","","","","0"
"2002","Nova Scotia","2016A000212","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573196","4.3.9.2","110.1","","","","1"
"2002","New Brunswick","2016A000213","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573197","5.1.8.1","6119","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573198","5.1.8.2","871.2","","","","1"
"2002","New Brunswick","2016A000213","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573199","5.1.9.1","3085","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573200","5.1.9.2","439.2","","","","1"
"2002","New Brunswick","2016A000213","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573201","5.2.8.1","4341","","","","0"
"2002","New Brunswick","2016A000213","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573202","5.2.8.2","1231.0","","","","1"
"2002","New Brunswick","2016A000213","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573203","5.2.9.1","2618","","","","0"
"2002","New Brunswick","2016A000213","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573204","5.2.9.2","742.2","","","","1"
"2002","New Brunswick","2016A000213","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573205","5.3.8.1","1778","","","","0"
"2002","New Brunswick","2016A000213","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573206","5.3.8.2","508.3","","","","1"
"2002","New Brunswick","2016A000213","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573207","5.3.9.1","468","","","","0"
"2002","New Brunswick","2016A000213","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573208","5.3.9.2","133.7","","","","1"
"2002","Quebec","2016A000224","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573209","6.1.8.1","39380","","","","0"
"2002","Quebec","2016A000224","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573210","6.1.8.2","561.3","","","","1"
"2002","Quebec","2016A000224","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573211","6.1.9.1","39503","","","","0"
"2002","Quebec","2016A000224","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573212","6.1.9.2","563.3","","","","1"
"2002","Quebec","2016A000224","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573213","6.2.8.1","29226","","","","0"
"2002","Quebec","2016A000224","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573214","6.2.8.2","830.7","","","","1"
"2002","Quebec","2016A000224","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573215","6.2.9.1","30888","","","","0"
"2002","Quebec","2016A000224","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573216","6.2.9.2","878.3","","","","1"
"2002","Quebec","2016A000224","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573217","6.3.8.1","10154","","","","0"
"2002","Quebec","2016A000224","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573218","6.3.8.2","290.3","","","","1"
"2002","Quebec","2016A000224","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573219","6.3.9.1","8615","","","","0"
"2002","Quebec","2016A000224","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573220","6.3.9.2","246.4","","","","1"
"2002","Ontario","2016A000235","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573221","7.1.8.1","54936","","","","0"
"2002","Ontario","2016A000235","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573222","7.1.8.2","481.2","","","","1"
"2002","Ontario","2016A000235","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573223","7.1.9.1","28345","","","","0"
"2002","Ontario","2016A000235","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573224","7.1.9.2","248.4","","","","1"
"2002","Ontario","2016A000235","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573225","7.2.8.1","39512","","","","0"
"2002","Ontario","2016A000235","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573226","7.2.8.2","691.3","","","","1"
"2002","Ontario","2016A000235","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573227","7.2.9.1","21800","","","","0"
"2002","Ontario","2016A000235","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573228","7.2.9.2","381.6","","","","1"
"2002","Ontario","2016A000235","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573229","7.3.8.1","15424","","","","0"
"2002","Ontario","2016A000235","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573230","7.3.8.2","270.6","","","","1"
"2002","Ontario","2016A000235","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573231","7.3.9.1","6545","","","","0"
"2002","Ontario","2016A000235","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573232","7.3.9.2","114.9","","","","1"
"2002","Manitoba","2016A000246","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573233","8.1.8.1","9330","","","","0"
"2002","Manitoba","2016A000246","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573234","8.1.8.2","866.8","","","","1"
"2002","Manitoba","2016A000246","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573235","8.1.9.1","4448","","","","0"
"2002","Manitoba","2016A000246","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573236","8.1.9.2","413.3","","","","1"
"2002","Manitoba","2016A000246","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573237","8.2.8.1","6808","","","","0"
"2002","Manitoba","2016A000246","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573238","8.2.8.2","1253.3","","","","1"
"2002","Manitoba","2016A000246","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573239","8.2.9.1","3008","","","","0"
"2002","Manitoba","2016A000246","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573240","8.2.9.2","553.9","","","","1"
"2002","Manitoba","2016A000246","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573241","8.3.8.1","2521","","","","0"
"2002","Manitoba","2016A000246","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573242","8.3.8.2","473.0","","","","1"
"2002","Manitoba","2016A000246","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573243","8.3.9.1","1440","","","","0"
"2002","Manitoba","2016A000246","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573244","8.3.9.2","270.1","","","","1"
"2002","Saskatchewan","2016A000247","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573245","9.1.8.1","9408","","","","0"
"2002","Saskatchewan","2016A000247","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573246","9.1.8.2","1022.8","","","","1"
"2002","Saskatchewan","2016A000247","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573247","9.1.9.1","3593","","","","0"
"2002","Saskatchewan","2016A000247","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573248","9.1.9.2","390.6","","","","1"
"2002","Saskatchewan","2016A000247","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573249","9.2.8.1","6506","","","","0"
"2002","Saskatchewan","2016A000247","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573250","9.2.8.2","1398.9","","","","1"
"2002","Saskatchewan","2016A000247","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573251","9.2.9.1","2823","","","","0"
"2002","Saskatchewan","2016A000247","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573252","9.2.9.2","607.0","","","","1"
"2002","Saskatchewan","2016A000247","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573253","9.3.8.1","2902","","","","0"
"2002","Saskatchewan","2016A000247","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573254","9.3.8.2","638.1","","","","1"
"2002","Saskatchewan","2016A000247","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573255","9.3.9.1","770","","","","0"
"2002","Saskatchewan","2016A000247","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573256","9.3.9.2","169.4","","","","1"
"2002","Alberta","2016A000248","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573257","10.1.8.1","26645","","","","0"
"2002","Alberta","2016A000248","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573258","10.1.8.2","895.7","","","","1"
"2002","Alberta","2016A000248","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573259","10.1.9.1","14413","","","","0"
"2002","Alberta","2016A000248","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573260","10.1.9.2","484.8","","","","1"
"2002","Alberta","2016A000248","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573261","10.2.8.1","19249","","","","0"
"2002","Alberta","2016A000248","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573262","10.2.8.2","1266.7","","","","1"
"2002","Alberta","2016A000248","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573263","10.2.9.1","11260","","","","0"
"2002","Alberta","2016A000248","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573264","10.2.9.2","741.4","","","","1"
"2002","Alberta","2016A000248","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573265","10.3.8.1","7396","","","","0"
"2002","Alberta","2016A000248","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573266","10.3.8.2","508.2","","","","1"
"2002","Alberta","2016A000248","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573267","10.3.9.1","3153","","","","0"
"2002","Alberta","2016A000248","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573268","10.3.9.2","216.8","","","","1"
"2002","British Columbia","2016A000259","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573269","11.1.8.1","33413","","","","0"
"2002","British Columbia","2016A000259","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573270","11.1.8.2","866.0","","","","1"
"2002","British Columbia","2016A000259","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573271","11.1.9.1","14360","","","","0"
"2002","British Columbia","2016A000259","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573272","11.1.9.2","372.2","","","","1"
"2002","British Columbia","2016A000259","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573273","11.2.8.1","25034","","","","0"
"2002","British Columbia","2016A000259","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573274","11.2.8.2","1291.5","","","","1"
"2002","British Columbia","2016A000259","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573275","11.2.9.1","10793","","","","0"
"2002","British Columbia","2016A000259","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573276","11.2.9.2","556.8","","","","1"
"2002","British Columbia","2016A000259","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573277","11.3.8.1","8379","","","","0"
"2002","British Columbia","2016A000259","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573278","11.3.8.2","436.4","","","","1"
"2002","British Columbia","2016A000259","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573279","11.3.9.1","3568","","","","0"
"2002","British Columbia","2016A000259","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573280","11.3.9.2","185.8","","","","1"
"2002","Yukon","2015A00076001","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573281","12.1.8.1","288","","","","0"
"2002","Yukon","2015A00076001","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573282","12.1.8.2","973.5","","","","1"
"2002","Yukon","2015A00076001","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573283","12.1.9.1","200","","","","0"
"2002","Yukon","2015A00076001","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573284","12.1.9.2","677.9","","","","1"
"2002","Yukon","2015A00076001","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573285","12.2.8.1","218","","","","0"
"2002","Yukon","2015A00076001","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573286","12.2.8.2","1450.6","","","","1"
"2002","Yukon","2015A00076001","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573287","12.2.9.1","135","","","","0"
"2002","Yukon","2015A00076001","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573288","12.2.9.2","901.0","","","","1"
"2002","Yukon","2015A00076001","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573289","12.3.8.1","70","","","","0"
"2002","Yukon","2015A00076001","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573290","12.3.8.2","481.5","","","","1"
"2002","Yukon","2015A00076001","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573291","12.3.9.1","65","","","","0"
"2002","Yukon","2015A00076001","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573292","12.3.9.2","447.6","","","","1"
"2002","Northwest Territories","2015A00076101","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573293","14.1.8.1","402","","","","0"
"2002","Northwest Territories","2015A00076101","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573294","14.1.8.2","984.8","","","","1"
"2002","Northwest Territories","2015A00076101","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573295","14.1.9.1","350","","","","0"
"2002","Northwest Territories","2015A00076101","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573296","14.1.9.2","857.5","","","","1"
"2002","Northwest Territories","2015A00076101","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573297","14.2.8.1","328","","","","0"
"2002","Northwest Territories","2015A00076101","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573298","14.2.8.2","1549.1","","","","1"
"2002","Northwest Territories","2015A00076101","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573299","14.2.9.1","260","","","","0"
"2002","Northwest Territories","2015A00076101","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573300","14.2.9.2","1230.1","","","","1"
"2002","Northwest Territories","2015A00076101","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573301","14.3.8.1","75","","","","0"
"2002","Northwest Territories","2015A00076101","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573302","14.3.8.2","379.8","","","","1"
"2002","Northwest Territories","2015A00076101","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573303","14.3.9.1","90","","","","0"
"2002","Northwest Territories","2015A00076101","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573304","14.3.9.2","457.3","","","","1"
"2002","Nunavut","2015A00076201","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573305","15.1.8.1","473","","","","0"
"2002","Nunavut","2015A00076201","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573306","15.1.8.2","1653.9","","","","1"
"2002","Nunavut","2015A00076201","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573307","15.1.9.1","1243","","","","0"
"2002","Nunavut","2015A00076201","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573308","15.1.9.2","4348.4","","","","1"
"2002","Nunavut","2015A00076201","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573309","15.2.8.1","265","","","","0"
"2002","Nunavut","2015A00076201","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573310","15.2.8.2","1784.9","","","","1"
"2002","Nunavut","2015A00076201","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573311","15.2.9.1","1143","","","","0"
"2002","Nunavut","2015A00076201","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573312","15.2.9.2","7695.7","","","","1"
"2002","Nunavut","2015A00076201","Females","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573313","15.3.8.1","208","","","","0"
"2002","Nunavut","2015A00076201","Females","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573314","15.3.8.2","1512.2","","","","1"
"2002","Nunavut","2015A00076201","Females","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573315","15.3.9.1","100","","","","0"
"2002","Nunavut","2015A00076201","Females","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573316","15.3.9.2","728.4","","","","1"
"2003","Canada","2016A000011124","Both sexes","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573149","1.1.8.1","182390","","","","0"
"2003","Canada","2016A000011124","Both sexes","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573150","1.1.8.2","612.2","","","","1"
"2003","Canada","2016A000011124","Both sexes","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573151","1.1.9.1","116088","","","","0"
"2003","Canada","2016A000011124","Both sexes","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573152","1.1.9.2","389.6","","","","1"
"2003","Canada","2016A000011124","Males","Unintentional injuries","Number of potential years of life lost","Number","223","units ","0","v27573153","1.2.8.1","135137","","","","0"
"2003","Canada","2016A000011124","Males","Unintentional injuries","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573154","1.2.8.2","902.9","","","","1"
"2003","Canada","2016A000011124","Males","Suicides","Number of potential years of life lost","Number","223","units ","0","v27573155","1.2.9.1","89610","","","","0"
"2003","Canada","2016A000011124","Males","Suicides","Potential years of life lost, rate per 100,000 population","Number","223","units ","0","v27573156","1.2.9.2","598.7","","","","1"
