submission_date,state,case_number,death_number,new_death
2022-09-14,RI,0.00,0.00,0
2021-04-27,RI,19.81,0.09,1
2020-07-22,RI,6.66,0.09,1
2022-01-23,RI,170.05,0.72,8
2020-11-05,RI,49.60,0.72,8
2022-06-05,RI,22.42,0.00,0
2022-09-05,RI,0.00,0.00,0
2021-03-18,RI,30.16,0.36,4
2021-07-21,RI,8.82,0.00,0
2022-05-02,RI,30.07,0.00,0
2022-07-06,RI,26.47,0.18,2
2021-07-16,RI,4.14,0.00,0
2020-03-23,RI,1.62,0.00,0
2022-01-26,RI,271.42,1.08,12
2021-12-31,RI,348.48,0.72,8
2021-09-04,RI,29.80,0.00,0
2020-03-05,RI,0.09,0.00,0
2022-03-30,RI,19.99,0.00,0
2021-05-02,RI,17.10,0.18,2
2020-09-04,RI,9.27,0.00,0
2020-07-11,RI,4.32,0.27,3
2021-12-30,RI,338.49,0.36,4
2021-03-06,RI,28.81,0.54,6
2021-07-28,RI,12.69,0.00,0
2021-12-05,RI,62.30,0.18,2
2022-09-02,RI,0.00,0.00,0
2021-06-01,RI,0.63,0.09,1
2022-07-24,RI,17.82,0.00,0
2020-06-27,RI,4.23,0.54,6
2020-07-31,RI,8.10,0.00,0
2020-04-11,RI,27.73,0.63,7
2021-08-27,RI,32.41,0.18,2
2020-07-29,RI,9.09,0.18,2
2020-09-23,RI,8.46,0.27,3
2022-09-22,RI,160.15,0.54,6
2021-03-27,RI,39.16,0.18,2
2022-06-17,RI,26.38,0.00,0
2021-06-22,RI,1.08,0.18,2
2021-02-14,RI,29.44,0.54,6
2020-12-02,RI,102.63,0.99,11
2022-08-27,RI,0.00,0.00,0
2020-03-20,RI,1.08,0.00,0
2020-11-04,RI,44.20,0.18,2
2021-01-15,RI,90.92,0.81,9
2022-06-27,RI,11.52,0.09,1
2020-04-10,RI,29.26,0.54,6
2021-10-16,RI,25.75,0.09,1
2021-05-07,RI,17.55,0.18,2
2020-11-07,RI,56.89,0.63,7
2021-03-13,RI,29.26,0.36,4
2021-04-18,RI,22.06,0.09,1
2020-12-21,RI,43.12,1.53,17
2022-09-01,RI,172.30,0.18,2
2020-04-20,RI,32.68,0.45,5
2022-08-26,RI,0.00,0.00,0
2021-05-15,RI,7.83,0.00,0
2022-02-03,RI,99.48,0.63,7
2022-10-17,RI,0.00,0.00,0
2020-08-29,RI,6.12,0.00,0
2021-08-08,RI,17.55,0.00,0
2021-09-25,RI,29.17,0.27,3
2022-03-11,RI,17.37,0.00,0
2020-12-04,RI,125.76,1.17,13
2021-04-25,RI,18.36,0.00,0
2020-06-03,RI,5.13,0.90,10
2020-12-31,RI,115.68,0.54,6
2021-02-02,RI,19.99,1.08,12
2021-03-08,RI,18.27,0.18,2
2022-04-01,RI,20.71,0.00,0
2020-09-21,RI,5.76,0.27,3
2021-09-28,RI,26.74,0.18,2
2020-11-21,RI,105.33,0.54,6
2021-01-23,RI,79.76,0.81,9
2022-01-28,RI,156.46,1.26,14
2021-11-28,RI,39.34,0.18,2
2020-04-09,RI,25.57,0.72,8
2021-01-27,RI,54.82,0.81,9
2020-11-17,RI,53.83,0.72,8
2021-07-01,RI,0.99,0.00,0
2022-09-30,RI,0.00,0.00,0
2020-03-31,RI,6.84,0.36,4
2021-11-27,RI,44.92,0.36,4
2022-06-15,RI,30.88,0.09,1
2022-10-09,RI,0.00,0.00,0
2022-03-22,RI,16.83,0.00,0
2022-03-06,RI,10.62,0.00,0
2022-06-11,RI,26.02,0.00,0
2022-07-17,RI,17.28,0.00,0
2022-05-04,RI,60.23,0.00,0
2020-10-22,RI,35.56,0.36,4
2021-10-18,RI,14.94,0.00,0
2020-10-05,RI,4.68,0.09,1
2022-04-21,RI,34.30,0.00,0
2020-07-07,RI,4.50,0.27,3
2021-07-17,RI,4.23,0.09,1
2022-08-25,RI,146.29,0.63,7
2021-12-02,RI,94.07,0.36,4
2022-08-10,RI,0.00,0.00,0
2021-11-11,RI,32.14,0.09,1
2022-01-13,RI,517.90,1.08,12
2022-05-30,RI,30.88,0.00,0
2021-06-08,RI,2.43,0.18,2
2022-08-07,RI,16.74,0.00,0
2022-03-19,RI,16.29,0.00,0
2020-05-20,RI,17.73,0.54,6
2020-03-19,RI,0.90,0.00,0
2021-01-30,RI,53.29,0.90,10
2020-07-12,RI,3.42,0.09,1
2020-05-26,RI,0.63,1.08,12
2021-07-26,RI,5.67,0.00,0
2020-06-13,RI,5.67,0.63,7
2022-08-31,RI,0.00,0.00,0
2021-01-05,RI,89.12,1.35,15
2021-08-13,RI,31.42,0.00,0
2020-08-25,RI,7.38,0.36,4
2020-11-27,RI,32.14,0.54,6
2021-06-23,RI,2.97,0.00,0
2022-07-03,RI,13.32,0.00,0
2020-10-12,RI,9.90,0.18,2
2022-03-02,RI,22.42,0.00,0
2021-05-03,RI,9.81,0.27,3
2022-03-07,RI,7.20,0.18,2
2022-10-10,RI,0.00,0.00,0
2022-04-23,RI,38.80,0.18,2
2021-03-17,RI,33.04,0.45,5
2022-04-17,RI,23.50,0.00,0
2020-10-07,RI,16.47,0.09,1
2021-09-29,RI,27.82,0.18,2
2020-06-29,RI,1.80,0.54,6
2021-10-11,RI,17.91,0.00,0
2022-03-27,RI,10.08,0.00,0
2022-06-19,RI,14.22,0.00,0
2021-09-11,RI,34.66,0.27,3
2021-08-16,RI,15.12,0.00,0
2020-09-05,RI,5.40,0.09,1
2022-06-29,RI,24.40,0.00,0
2022-05-16,RI,41.59,0.09,1
2021-08-05,RI,21.97,0.00,0
2020-05-21,RI,16.38,1.62,18
2021-04-30,RI,26.56,0.18,2
2020-08-07,RI,10.98,0.00,0
2020-05-01,RI,27.46,1.17,13
2021-12-13,RI,48.88,0.54,6
2021-12-07,RI,89.57,0.09,1
2022-01-09,RI,444.72,0.27,3
2021-10-13,RI,26.02,0.09,1
2021-03-10,RI,29.98,0.18,2
2022-10-14,RI,0.00,0.00,0
2022-03-12,RI,17.91,0.09,1
2020-09-03,RI,6.93,0.36,4
2020-04-30,RI,30.07,1.35,15
2021-09-06,RI,19.54,0.00,0
2020-05-05,RI,23.68,1.26,14
2022-06-20,RI,14.40,0.27,3
2021-09-26,RI,19.08,0.18,2
2022-02-08,RI,53.29,0.18,2
2020-03-30,RI,7.47,0.09,1
2021-11-15,RI,29.35,0.18,2
2020-08-10,RI,4.68,0.00,0
2020-07-25,RI,10.62,0.00,0
2022-07-22,RI,28.36,0.09,1
2020-11-12,RI,96.69,0.63,7
2021-05-06,RI,19.63,0.27,3
2022-09-19,RI,0.00,0.00,0
2021-06-16,RI,2.34,0.00,0
2022-08-05,RI,25.21,0.18,2
2022-07-16,RI,26.20,0.00,0
2020-06-15,RI,2.79,0.54,6
2020-08-19,RI,10.08,0.27,3
2020-11-28,RI,91.73,0.90,10
2020-12-24,RI,73.01,0.90,10
2021-04-16,RI,40.24,0.09,1
2022-07-23,RI,23.14,0.00,0
2021-05-05,RI,20.35,0.09,1
2021-02-12,RI,37.45,1.44,16
2022-09-15,RI,133.41,0.81,9
2022-02-28,RI,10.53,0.45,5
2020-12-07,RI,101.01,1.53,17
2021-05-21,RI,8.19,0.09,1
2022-09-28,RI,0.00,0.00,0
2022-03-20,RI,8.19,0.00,0
2021-12-20,RI,65.45,0.36,4
2020-06-09,RI,4.14,0.81,9
2021-09-17,RI,37.27,0.18,2
2021-08-26,RI,27.10,0.18,2
2021-12-27,RI,93.98,0.18,2
2021-07-03,RI,2.43,0.00,0
2022-03-26,RI,15.21,0.00,0
2021-05-01,RI,18.09,0.18,2
2020-03-12,RI,0.81,0.00,0
2022-05-09,RI,39.52,0.00,0
2021-06-14,RI,1.44,0.00,0
2021-10-08,RI,30.34,0.18,2
2020-06-20,RI,7.29,0.18,2
2022-09-25,RI,0.00,0.00,0
2021-02-27,RI,33.40,0.63,7
2022-10-12,RI,0.00,0.00,0
2021-01-06,RI,138.46,1.80,20
2021-11-01,RI,12.78,0.00,0
2022-07-01,RI,27.28,0.18,2
2022-07-07,RI,21.25,0.00,0
2020-10-04,RI,13.41,0.09,1
2022-01-17,RI,268.63,0.54,6
2020-09-13,RI,9.27,0.27,3
2021-12-10,RI,97.68,0.54,6
2020-12-10,RI,101.55,1.26,14
2020-09-10,RI,6.66,0.45,5
2022-07-11,RI,15.75,0.27,3
2020-09-17,RI,9.27,0.36,4
2021-01-07,RI,96.24,1.80,20
2020-05-23,RI,20.44,1.62,18
2022-04-05,RI,23.77,0.09,1
2020-08-12,RI,7.74,0.18,2
2021-12-28,RI,222.81,0.45,5
2020-12-29,RI,94.97,1.62,18
2022-03-29,RI,13.68,0.09,1
2021-07-05,RI,0.81,0.00,0
2021-07-19,RI,2.61,0.00,0
2020-05-14,RI,18.99,0.54,6
2020-11-26,RI,100.02,0.45,5
2020-10-27,RI,34.48,0.36,4
2021-07-31,RI,16.92,0.00,0
2021-05-23,RI,5.04,0.00,0
2021-09-23,RI,25.66,0.18,2
2021-11-09,RI,27.64,0.18,2
2020-09-14,RI,4.59,0.09,1
2021-09-03,RI,30.34,0.09,1
2021-11-07,RI,16.74,0.00,0
2022-09-23,RI,0.00,0.00,0
2022-01-12,RI,472.08,0.63,7
2021-07-20,RI,4.32,0.09,1
2022-04-09,RI,30.07,0.00,0
2021-01-17,RI,67.61,0.81,9
2020-05-10,RI,31.69,0.36,4
2021-02-24,RI,35.38,0.99,11
2020-07-17,RI,8.82,0.18,2
2021-07-11,RI,1.80,0.00,0
2020-05-24,RI,6.84,0.99,11
2022-02-05,RI,68.69,0.18,2
2022-08-28,RI,0.00,0.00,0
2020-11-13,RI,75.53,0.36,4
2021-03-11,RI,34.66,0.36,4
2020-04-07,RI,20.98,0.27,3
2021-11-16,RI,48.61,0.45,5
2022-05-27,RI,50.32,0.72,8
2022-10-03,RI,0.00,0.00,0
2020-06-07,RI,4.95,0.63,7
2021-05-24,RI,2.79,0.00,0
2020-12-15,RI,95.33,1.35,15
2021-10-29,RI,22.87,0.00,0
2020-03-21,RI,1.53,0.00,0
2022-07-25,RI,16.02,0.09,1
2022-01-31,RI,56.08,0.54,6
2021-06-04,RI,4.14,0.18,2
2021-06-27,RI,1.71,0.00,0
2021-10-19,RI,20.44,0.54,6
2020-04-12,RI,27.64,0.63,7
2020-03-01,RI,0.00,0.00,0
2021-07-08,RI,2.16,0.00,0
2021-08-18,RI,34.66,0.09,1
2022-07-31,RI,21.61,0.00,0
2022-08-03,RI,30.34,0.00,0
2022-07-18,RI,12.69,0.18,2
2020-04-23,RI,37.63,0.72,8
2021-05-14,RI,15.57,0.18,2
2020-09-12,RI,6.93,0.00,0
2022-05-03,RI,52.03,0.09,1
2020-08-22,RI,11.70,0.36,4
2021-10-14,RI,26.38,0.27,3
2021-04-04,RI,30.16,0.00,0
2021-04-15,RI,38.35,0.36,4
2022-09-21,RI,0.00,0.00,0
2022-09-11,RI,0.00,0.00,0
2022-01-10,RI,325.43,0.90,10
2022-10-13,RI,143.41,0.63,7
2022-10-08,RI,0.00,0.00,0
2022-08-11,RI,24.58,0.00,0
2020-03-22,RI,1.98,0.00,0
2022-05-15,RI,54.73,0.00,0
2021-07-22,RI,8.19,0.09,1
2022-01-03,RI,189.68,0.27,3
2022-08-24,RI,0.00,0.00,0
2021-12-03,RI,87.77,0.18,2
2020-08-01,RI,10.71,0.00,0
2021-11-05,RI,26.65,0.00,0
2022-06-06,RI,23.86,0.00,0
2022-07-14,RI,27.28,0.18,2
2021-01-01,RI,86.87,1.26,14
2021-09-09,RI,32.50,0.45,5
2021-01-12,RI,65.81,2.07,23
2020-06-30,RI,2.97,0.36,4
2022-04-10,RI,23.50,0.00,0
2022-01-16,RI,365.86,0.18,2
2020-03-10,RI,0.00,0.00,0
2021-10-25,RI,8.37,0.09,1
2021-03-20,RI,34.12,0.36,4
2020-08-30,RI,5.04,0.00,0
2021-09-20,RI,27.10,0.00,0
2021-10-17,RI,16.47,0.00,0
2020-09-06,RI,4.23,0.09,1
2021-09-05,RI,19.36,0.18,2
2021-09-18,RI,30.61,0.27,3
2021-12-21,RI,86.51,0.72,8
2021-03-19,RI,33.22,0.09,1
2020-11-16,RI,48.16,0.45,5
2022-04-24,RI,34.48,0.00,0
2021-04-09,RI,40.96,0.18,2
2021-12-11,RI,85.97,0.09,1
2021-05-09,RI,10.26,0.00,0
2021-10-04,RI,18.99,0.36,4
2021-09-15,RI,33.94,0.09,1
2022-03-08,RI,12.69,0.00,0
2021-02-13,RI,31.96,3.24,36
2020-03-13,RI,0.54,0.00,0
2020-05-02,RI,23.50,1.53,17
2022-05-21,RI,69.05,0.00,0
2020-10-17,RI,26.29,0.18,2
2020-04-04,RI,9.90,0.27,3
2020-04-28,RI,28.27,0.54,6
2022-07-29,RI,28.81,0.00,0
2022-05-01,RI,35.38,0.00,0
2020-03-04,RI,0.00,0.00,0
2021-11-17,RI,42.76,0.09,1
2020-10-09,RI,20.89,0.27,3
2022-10-18,RI,0.00,0.00,0
2022-09-29,RI,165.10,0.18,2
2021-10-07,RI,24.04,0.36,4
2022-09-03,RI,0.00,0.00,0
2020-10-31,RI,42.31,0.27,3
2020-07-28,RI,15.93,0.09,1
2020-08-13,RI,8.73,0.09,1
2021-01-14,RI,72.74,0.81,9
2022-08-30,RI,0.00,0.00,0
2021-06-20,RI,1.53,0.00,0
2021-10-15,RI,30.79,0.00,0
2020-03-17,RI,0.90,0.00,0
2022-09-18,RI,0.00,0.00,0
2020-11-22,RI,77.42,0.27,3
2022-07-04,RI,13.14,0.00,0
2021-12-04,RI,81.83,0.09,1
2020-08-27,RI,7.02,0.27,3
2020-06-14,RI,6.12,0.45,5
2020-09-01,RI,18.18,0.18,2
2022-02-02,RI,91.10,0.45,5
2020-03-16,RI,0.18,0.00,0
2021-04-02,RI,36.82,0.45,5
2022-06-07,RI,33.67,0.09,1
2020-09-07,RI,4.41,0.09,1
2021-03-15,RI,15.30,0.18,2
2022-10-15,RI,0.00,0.00,0
2020-07-03,RI,5.40,0.09,1
2021-11-13,RI,40.51,0.18,2
2022-08-23,RI,0.00,0.00,0
2021-10-30,RI,22.15,0.09,1
2022-01-20,RI,302.03,1.98,22
2020-12-26,RI,20.53,0.90,10
2020-11-03,RI,40.51,0.18,2
2021-02-03,RI,40.24,1.08,12
2021-11-23,RI,47.71,0.00,0
2021-02-20,RI,24.85,7.56,84
2020-12-23,RI,79.58,2.34,26
2021-03-29,RI,21.70,0.36,4
2021-05-31,RI,3.24,0.00,0
2021-03-28,RI,32.86,0.00,0
2021-04-26,RI,12.06,0.27,3
2020-09-19,RI,9.45,0.27,3
2021-10-24,RI,13.05,0.00,0
2020-11-20,RI,89.75,0.45,5
2022-08-14,RI,0.00,0.00,0
2021-12-12,RI,86.24,0.45,5
2022-03-25,RI,15.66,0.27,3
2020-12-09,RI,117.21,1.26,14
2022-04-28,RI,59.78,0.00,0
2021-07-12,RI,1.89,0.09,1
2021-01-29,RI,55.81,0.90,10
2020-09-02,RI,6.03,0.09,1
2020-07-18,RI,5.40,0.09,1
2020-07-02,RI,6.30,0.27,3
2022-04-22,RI,31.69,0.00,0
2021-02-25,RI,37.72,0.90,10
2022-02-22,RI,17.64,0.18,2
2021-11-18,RI,45.01,0.09,1
2020-06-18,RI,3.42,0.81,9
2020-05-15,RI,18.00,0.99,11
2021-02-16,RI,24.31,0.90,10
2020-09-22,RI,8.28,0.18,2
2022-05-13,RI,83.27,0.36,4
2022-06-03,RI,53.47,0.27,3
2020-06-02,RI,10.08,1.08,12
2020-10-20,RI,17.73,0.45,5
2021-05-29,RI,4.14,0.27,3
2021-04-22,RI,34.39,0.18,2
2021-05-13,RI,13.05,0.18,2
2020-09-08,RI,3.69,0.09,1
2020-06-06,RI,9.00,0.90,10
2020-04-15,RI,26.02,0.63,7
2021-02-22,RI,17.28,0.27,3
2022-10-16,RI,0.00,0.00,0
2020-07-14,RI,4.95,0.09,1
2021-06-12,RI,1.71,0.00,0
2022-02-10,RI,51.76,0.45,5
2022-02-24,RI,23.32,0.18,2
2022-05-08,RI,41.23,0.00,0
2021-10-20,RI,21.25,0.18,2
2020-12-13,RI,79.85,1.08,12
2021-06-26,RI,1.62,0.00,0
2022-04-15,RI,34.48,0.00,0
2022-09-12,RI,0.00,0.00,0
2020-10-11,RI,16.20,0.00,0
2020-04-26,RI,24.85,0.99,11
2020-05-19,RI,11.61,2.43,27
2022-02-14,RI,19.27,0.81,9
2021-03-09,RI,22.69,0.63,7
2021-10-22,RI,19.72,0.09,1
2020-04-16,RI,31.69,1.62,18
2021-02-21,RI,27.64,0.18,2
2022-06-04,RI,46.00,0.00,0
2021-02-19,RI,31.42,0.81,9
2022-05-31,RI,23.05,0.18,2
2020-12-12,RI,128.28,1.26,14
2020-09-24,RI,10.98,0.36,4
2022-01-04,RI,395.56,0.36,4
2021-02-06,RI,56.17,0.45,5
2021-01-08,RI,98.67,0.54,6
2020-11-14,RI,84.89,0.27,3
2020-11-24,RI,68.87,1.44,16
2021-02-07,RI,30.97,0.45,5
2021-03-05,RI,32.59,0.18,2
2021-12-16,RI,103.17,0.45,5
2022-01-30,RI,30.70,0.36,4
2020-05-25,RI,8.64,1.17,13
2020-03-24,RI,0.72,0.00,0
2020-12-14,RI,53.38,1.80,20
2021-04-12,RI,21.61,0.36,4
2020-04-06,RI,13.32,0.18,2
2021-05-17,RI,5.22,0.09,1
2022-01-01,RI,216.60,0.81,9
2021-01-11,RI,63.20,0.72,8
2021-06-03,RI,3.15,0.27,3
2020-11-29,RI,82.01,0.27,3
2020-12-28,RI,61.13,0.36,4
2021-01-09,RI,107.22,1.17,13
2020-08-11,RI,7.47,0.09,1
2022-05-25,RI,55.09,0.00,0
2020-11-25,RI,78.59,0.90,10
2020-10-14,RI,14.22,0.72,8
2021-12-01,RI,82.91,0.27,3
2021-08-25,RI,32.86,0.09,1
2022-06-14,RI,39.70,0.27,3
2022-02-25,RI,21.34,0.00,0
2021-04-29,RI,24.04,0.09,1
2020-08-02,RI,4.59,0.09,1
2022-08-29,RI,0.00,0.00,0
2020-08-21,RI,12.42,0.18,2
2022-08-22,RI,0.00,0.00,0
2021-05-16,RI,9.18,0.00,0
2020-09-25,RI,10.53,0.09,1
2020-06-19,RI,3.33,0.72,8
2022-04-06,RI,32.95,0.09,1
2021-07-06,RI,0.27,0.00,0
2021-05-25,RI,4.68,0.18,2
2021-06-25,RI,1.35,0.09,1
2021-02-10,RI,39.34,1.08,12
2022-09-20,RI,0.00,0.00,0
2021-12-06,RI,46.45,0.36,4
2022-01-05,RI,491.26,0.99,11
2020-10-29,RI,33.31,0.27,3
2022-02-18,RI,30.70,0.00,0
2021-10-10,RI,21.16,0.09,1
2021-04-19,RI,17.10,0.00,0
2022-05-26,RI,62.57,0.36,4
2021-11-22,RI,30.07,0.18,2
2020-03-27,RI,3.24,0.00,0
2022-06-09,RI,38.17,0.00,0
2021-05-11,RI,11.97,0.36,4
2020-07-19,RI,6.75,0.27,3
2021-09-21,RI,30.97,0.09,1
2021-11-14,RI,27.73,0.18,2
2021-06-29,RI,1.44,0.00,0
2020-06-10,RI,5.58,0.36,4
2021-09-27,RI,21.43,0.36,4
2020-07-13,RI,1.89,0.36,4
2020-06-22,RI,2.70,0.45,5
2022-03-18,RI,19.08,0.00,0
2021-05-04,RI,16.02,0.27,3
2020-07-09,RI,5.85,0.27,3
2020-03-29,RI,9.00,0.27,3
2022-07-26,RI,22.69,0.09,1
2020-05-18,RI,11.61,0.63,7
2021-07-27,RI,8.01,0.00,0
2022-03-01,RI,16.83,0.09,1
2020-11-18,RI,108.39,0.54,6
2021-11-03,RI,24.76,0.00,0
2021-06-07,RI,0.90,0.00,0
2022-04-30,RI,46.90,0.00,0
2021-10-23,RI,18.27,0.09,1
2022-01-08,RI,432.65,0.18,2
2022-06-23,RI,30.34,0.18,2
2021-10-09,RI,25.66,0.00,0
2021-10-06,RI,25.93,0.27,3
2020-08-03,RI,5.04,0.18,2
2021-12-23,RI,129.90,0.27,3
2021-06-18,RI,2.07,0.00,0
2021-07-02,RI,1.98,0.00,0
2021-04-17,RI,32.77,0.27,3
2020-12-30,RI,96.33,1.53,17
2020-03-25,RI,2.79,0.00,0
2022-04-12,RI,35.74,0.00,0
2021-03-16,RI,22.42,0.63,7
2021-12-18,RI,88.58,0.09,1
2021-04-06,RI,31.96,0.27,3
2021-08-22,RI,16.83,0.09,1
2020-11-30,RI,77.51,1.17,13
2021-02-08,RI,15.75,1.26,14
2021-03-21,RI,29.08,0.18,2
2020-11-15,RI,70.76,0.72,8
2021-04-10,RI,51.76,0.00,0
2022-08-17,RI,0.00,0.00,0
2022-02-16,RI,28.72,0.00,0
2020-07-08,RI,2.79,0.18,2
2020-12-19,RI,71.66,1.26,14
2021-12-09,RI,99.21,0.18,2
2022-06-01,RI,41.59,0.00,0
2022-04-11,RI,15.39,0.18,2
2021-05-18,RI,8.91,0.18,2
2022-01-06,RI,572.28,0.45,5
2022-07-27,RI,24.22,0.18,2
2020-06-11,RI,7.83,0.99,11
2021-06-02,RI,3.33,0.00,0
2021-05-20,RI,9.27,0.00,0
2022-07-15,RI,29.98,0.00,0
2022-10-06,RI,153.85,0.45,5
2022-08-13,RI,0.00,0.00,0
2021-12-15,RI,109.11,0.45,5
2020-07-24,RI,6.84,0.09,1
2020-06-21,RI,3.51,0.18,2
2021-09-07,RI,15.21,0.27,3
2020-12-08,RI,112.80,1.98,22
2020-06-12,RI,7.11,0.90,10
2022-10-04,RI,0.00,0.00,0
2021-12-17,RI,104.70,0.63,7
2021-06-15,RI,2.16,0.09,1
2022-01-21,RI,255.22,1.44,16
2021-06-28,RI,0.54,0.00,0
2022-07-28,RI,28.63,0.00,0
2021-07-25,RI,7.02,0.00,0
2020-04-08,RI,25.30,0.45,5
2022-02-07,RI,32.86,0.45,5
2022-01-22,RI,223.17,0.99,11
2022-07-12,RI,23.86,0.00,0
2022-09-17,RI,0.00,0.00,0
2021-02-04,RI,46.81,0.99,11
2022-05-14,RI,75.62,0.09,1
2020-03-11,RI,0.00,0.00,0
2020-11-06,RI,64.10,0.18,2
2021-08-28,RI,32.95,0.36,4
2022-09-09,RI,0.00,0.00,0
2022-09-06,RI,0.00,0.00,0
2020-06-24,RI,5.94,0.54,6
2021-08-09,RI,9.09,0.00,0
2021-08-01,RI,13.05,0.00,0
2022-03-31,RI,21.79,0.00,0
2021-09-19,RI,22.24,0.00,0
2022-02-23,RI,18.72,0.00,0
2020-04-27,RI,9.09,0.63,7
2020-09-27,RI,9.45,0.00,0
2022-02-04,RI,78.86,1.17,13
2021-11-19,RI,50.50,0.27,3
2021-07-15,RI,4.95,0.36,4
2021-10-03,RI,18.36,0.00,0
2020-03-03,RI,0.00,0.00,0
2020-09-11,RI,12.06,0.36,4
2021-03-30,RI,29.35,0.45,5
2020-08-17,RI,7.11,0.09,1
2020-04-19,RI,29.44,1.17,13
2021-08-06,RI,25.48,0.00,0
2021-07-13,RI,3.24,0.00,0
2020-06-23,RI,4.41,0.27,3
2021-04-24,RI,25.48,0.00,0
2022-02-06,RI,35.11,0.18,2
2021-10-01,RI,29.71,0.00,0
2022-02-17,RI,26.20,0.36,4
2021-10-02,RI,23.59,0.09,1
2021-01-13,RI,88.04,1.53,17
2022-09-27,RI,0.00,0.00,0
2020-05-30,RI,9.81,1.62,18
2020-10-25,RI,25.84,0.00,0
2021-09-22,RI,27.10,0.18,2
2021-04-05,RI,8.73,0.18,2
2020-04-14,RI,23.50,0.63,7
2021-11-04,RI,26.83,0.00,0
2020-07-26,RI,10.17,0.09,1
2022-01-11,RI,405.92,0.72,8
2021-06-24,RI,1.44,0.09,1
2020-08-31,RI,4.14,0.18,2
2022-08-08,RI,0.00,0.00,0
2021-09-14,RI,37.90,0.54,6
2022-04-03,RI,12.06,0.00,0
2021-12-14,RI,113.52,0.54,6
2021-10-05,RI,21.88,0.18,2
2022-07-13,RI,32.14,0.09,1
2020-12-22,RI,72.92,0.72,8
2021-04-01,RI,44.20,0.45,5
2022-09-07,RI,0.00,0.00,0
2020-05-25,ME,2.33,0.07,1
2020-09-26,ME,1.97,0.00,0
2020-12-16,ME,22.08,0.73,10
2021-10-13,ME,43.42,0.36,5
2021-03-28,ME,31.33,0.00,0
2021-11-03,ME,46.56,1.31,18
2021-06-18,ME,3.57,0.00,0
2021-02-20,ME,7.80,0.00,0
2022-05-24,ME,39.34,0.07,1
2022-08-23,ME,20.91,0.15,2
2020-05-14,ME,2.99,0.22,3
2020-03-26,ME,1.53,0.00,0
2022-03-14,ME,25.72,0.15,2
2021-03-27,ME,3.72,0.00,0
2020-12-03,ME,42.26,0.29,4
2021-07-01,ME,1.17,0.07,1
2022-03-31,ME,18.65,0.00,0
2021-10-19,ME,39.42,0.51,7
2020-08-17,ME,1.46,0.00,0
2022-09-05,ME,4.66,0.00,0
2022-02-26,ME,8.38,0.00,0
2021-12-22,ME,58.94,0.29,4
2020-05-06,ME,5.25,0.00,0
2021-10-20,ME,41.16,0.29,4
2021-04-20,ME,25.50,0.07,1
2020-12-25,ME,22.51,0.15,2
2020-08-09,ME,0.95,0.00,0
2021-03-30,ME,24.77,0.36,5
2021-07-08,ME,1.46,0.07,1
2020-05-13,ME,2.99,0.00,0
2022-09-23,ME,20.98,0.22,3
2021-06-08,ME,4.15,0.22,3
2021-09-30,ME,33.30,0.15,2
2021-07-13,ME,2.26,0.00,0
2021-01-26,ME,25.50,0.29,4
2022-02-06,ME,20.69,0.00,0
2021-09-17,ME,41.02,0.22,3
2021-11-09,ME,60.76,0.15,2
2020-03-24,ME,0.73,0.00,0
2022-03-18,ME,11.73,0.22,3
2022-10-03,ME,44.52,0.15,2
2021-09-03,ME,31.77,0.07,1
2021-06-11,ME,4.74,0.00,0
2021-04-16,ME,37.16,0.07,1
2021-08-18,ME,24.70,0.87,12
2021-05-09,ME,13.55,0.00,0
2022-09-20,ME,18.29,0.00,0
2020-05-22,ME,4.74,0.00,0
2022-06-17,ME,22.59,0.00,0
2020-11-03,ME,9.11,0.15,2
2020-12-19,ME,27.83,0.00,0
2020-08-24,ME,0.73,0.00,0
2021-12-04,ME,59.89,0.07,1
2021-11-02,ME,41.97,0.00,0
2021-01-27,ME,24.99,0.44,6
2020-05-27,ME,3.42,0.36,5
2022-04-01,ME,15.52,0.00,0
2022-06-29,ME,19.02,0.15,2
2022-02-23,ME,27.61,3.86,53
2022-01-14,ME,220.25,1.02,14
2022-08-04,ME,17.49,0.44,6
2021-03-05,ME,12.09,0.00,0
2021-02-18,ME,11.88,0.00,0
2021-08-11,ME,17.05,0.15,2
2021-06-04,ME,6.19,0.07,1
2021-04-29,ME,45.24,0.15,2
2021-02-17,ME,11.29,0.07,1
2022-02-27,ME,5.10,0.00,0
2020-08-08,ME,1.17,0.00,0
2020-12-17,ME,28.20,0.29,4
2021-06-26,ME,0.95,0.00,0
2021-03-21,ME,5.83,0.00,0
2020-07-28,ME,1.97,0.00,0
2021-07-24,ME,4.01,0.00,0
2022-02-11,ME,47.94,0.29,4
2020-12-29,ME,27.83,0.07,1
2022-05-25,ME,41.24,0.15,2
2022-06-01,ME,17.19,0.36,5
2021-09-23,ME,37.96,0.00,0
2021-01-14,ME,49.32,1.17,16
2022-06-05,ME,0.00,0.00,0
2022-04-26,ME,36.36,0.00,0
2021-09-06,ME,19.02,0.07,1
2022-01-25,ME,152.85,0.15,2
2020-11-27,ME,12.02,0.07,1
2021-04-09,ME,49.47,0.00,0
2021-05-03,ME,22.15,-0.07,-1
2022-03-09,ME,34.32,0.15,2
2022-07-26,ME,18.21,0.00,0
2021-12-12,ME,28.27,0.00,0
2022-02-05,ME,27.98,0.00,0
2022-04-06,ME,16.98,0.80,11
2020-10-01,ME,2.40,0.00,0
2022-04-03,ME,0.00,0.00,0
